Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
0691-NIKRI,Female,41,No,0,Elverta,95626,38.734997,-121.463719,0,40,Offer B,Yes,16.73,Yes,Yes,Fiber Optic,14,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.95,4335.2,0,0,669.2,5004.4,Stayed,,
0696-UKTOX,Male,64,No,1,North Hills,91343,34.238802,-118.482296,0,23,None,Yes,8.4,No,Yes,Cable,27,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.15,1312.45,0,40,193.2,1545.65,Stayed,,
0697-ZMSWS,Male,19,No,0,Los Angeles,90023,34.017697,-118.200577,0,4,None,Yes,6.91,Yes,Yes,Fiber Optic,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,338.9,0,0,27.64,366.54,Churned,Dissatisfaction,Limited range of services
0699-NDKJM,Female,45,Yes,0,Westlake Village,91361,34.130992,-118.894673,1,57,Offer B,No,,,Yes,Cable,22,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,58.75,3437.45,0,0,0,3437.45,Stayed,,
0701-RFGFI,Female,56,Yes,6,La Mesa,91941,32.759327,-116.99726,6,49,Offer B,Yes,8.18,Yes,Yes,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,4613.95,0,0,400.82,5014.77,Stayed,,
0701-TJSEF,Male,45,No,0,Santa Barbara,93105,34.037342,-119.80079,0,9,Offer E,Yes,32.31,No,Yes,Cable,24,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.25,576.95,0,0,290.79,867.74,Stayed,,
0702-PGIBZ,Male,28,No,0,Dutch Flat,95714,39.197215,-120.83679,0,4,Offer E,Yes,26.16,Yes,Yes,Fiber Optic,85,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.7,364.55,1.48,0,104.64,467.71,Churned,Competitor,Competitor made better offer
0704-VCUMB,Female,64,Yes,0,San Diego,92103,32.747484,-117.166877,1,61,None,Yes,10.94,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.25,1278.8,5.15,0,667.34,1940.99,Stayed,,
0707-HOVVN,Female,79,No,0,Mi Wuk Village,95346,38.121601,-120.133915,0,70,Offer A,Yes,47.27,Yes,Yes,Cable,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.5,5212.65,0,0,3308.9,8521.55,Stayed,,
0708-LGSMF,Male,56,Yes,0,Milpitas,95035,37.441931,-121.878502,1,13,Offer D,Yes,14.32,Yes,Yes,DSL,4,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.85,902.25,0,0,186.16,1088.41,Stayed,,
0708-SJDIS,Female,32,No,0,West Hollywood,90069,34.093781,-118.381061,0,34,Offer C,Yes,45.28,Yes,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,65,2157.5,0,0,1539.52,3697.02,Stayed,,
0709-TVGUR,Female,70,No,0,Stockton,95207,38.002125,-121.324979,0,9,None,Yes,17.56,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,622.9,33.25,0,158.04,747.69,Churned,Competitor,Competitor had better devices
0716-BQNDX,Male,77,No,0,Madera,93637,36.902954,-120.194274,0,57,None,Yes,2.21,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,93.75,5625.55,0,0,125.97,5751.52,Stayed,,
0719-SYFRB,Female,52,No,0,Norco,92860,33.925833,-117.559639,0,12,Offer D,Yes,36.24,Yes,Yes,DSL,30,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,61.65,713.75,0,0,434.88,1148.63,Churned,Competitor,Competitor offered higher download speeds
0722-SVSFK,Female,45,No,0,Half Moon Bay,94019,37.45567,-122.407992,0,7,None,Yes,39.02,No,Yes,Fiber Optic,25,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,715,0,0,273.14,988.14,Stayed,,
0722-TROQR,Female,68,No,0,Davis,95616,38.508735,-121.678813,0,4,None,Yes,26.23,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,321.75,0,0,104.92,426.67,Churned,Price,Lack of affordable download/upload speed
0723-DRCLG,Female,73,Yes,0,Fallbrook,92028,33.362575,-117.299644,1,1,None,Yes,31.27,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.45,74.45,0,10,31.27,115.72,Churned,Other,Don't know
0723-FDLAY,Male,54,No,0,Gold Run,95717,39.170376,-120.838404,0,44,Offer B,Yes,49.57,Yes,Yes,Cable,21,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,85.25,3704.15,0,100,2181.08,5985.23,Stayed,,
0723-VSOBE,Female,67,No,0,Dos Rios,95429,39.756049,-123.358701,0,45,Offer B,No,,,Yes,Cable,4,No,No,No,No,No,Yes,No,No,One Year,No,Bank Withdrawal,34.2,1596.6,0,0,0,1596.6,Stayed,,
0725-CXOTM,Female,29,No,0,Manteca,95337,37.750822,-121.238423,0,36,None,Yes,44.7,Yes,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,89.65,3348.1,0,0,1609.2,4957.3,Stayed,,
0727-BMPLR,Female,66,No,0,Fresno,93706,36.654614,-119.903674,0,55,None,Yes,37.38,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100,5509.3,0,100,2055.9,7665.2,Churned,Competitor,Competitor offered higher download speeds
0727-BNRLG,Male,41,No,0,Los Angeles,90064,34.037251,-118.423573,0,69,Offer A,Yes,49.35,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,97.65,6743.55,0,0,3405.15,10148.7,Stayed,,
0727-IWKVK,Male,35,Yes,0,Yermo,92398,35.013299,-116.834092,0,9,Offer E,Yes,19.18,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,741.7,0,0,172.62,914.32,Churned,Price,Extra data charges
0730-BGQGF,Male,48,Yes,3,Grover Beach,93433,35.120833,-120.61843,1,71,Offer A,Yes,15.71,Yes,Yes,DSL,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,90.3,6287.3,0,100,1115.41,7502.71,Stayed,,
0730-KOAVE,Male,53,No,0,Redwood City,94062,37.410567,-122.297152,0,30,Offer C,Yes,41.66,Yes,Yes,Fiber Optic,28,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.3,2679.7,0,0,1249.8,3929.5,Stayed,,
0731-EBJQB,Female,24,Yes,0,Downey,90240,33.956228,-118.120993,3,52,Offer B,Yes,5.65,No,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,20.4,1090.65,0,0,293.8,1384.45,Stayed,,
0732-OCQOC,Female,30,Yes,0,Death Valley,92328,36.27688,-117.033326,10,52,Offer B,Yes,5.32,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.05,1270.25,0,0,276.64,1546.89,Stayed,,
0733-VUNUW,Male,43,No,0,San Francisco,94114,37.758085,-122.434801,0,24,None,Yes,8.99,Yes,Yes,DSL,5,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55.65,1400.55,0,60,215.76,1676.31,Churned,Competitor,Competitor had better devices
0734-OXWBT,Male,44,No,1,Covina,91722,34.097345,-117.906736,0,3,Offer E,Yes,25.04,No,Yes,Cable,17,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,70.7,225.65,0,0,75.12,300.77,Joined,,
0739-UUAJR,Female,61,Yes,1,Mountain View,94040,37.380662,-122.086022,10,72,Offer A,No,,,Yes,Cable,14,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,53.8,3952.45,0,0,0,3952.45,Stayed,,
0742-LAFQK,Male,52,Yes,0,Fullerton,92833,33.877639,-117.961212,1,72,None,Yes,28.86,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.15,7422.1,0,0,2077.92,9500.02,Stayed,,
0742-MOABM,Male,50,Yes,0,Fallbrook,92028,33.362575,-117.299644,2,4,None,Yes,9.67,No,Yes,Cable,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,50.05,179.35,0,0,38.68,218.03,Churned,Competitor,Competitor made better offer
0742-NXBGR,Female,64,No,0,Adin,96006,41.171578,-120.913161,0,1,Offer E,Yes,33.41,No,Yes,Fiber Optic,28,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.3,82.3,0,0,33.41,115.71,Churned,Competitor,Competitor had better devices
0743-HNPFG,Female,50,Yes,0,Butte City,95920,39.449794,-121.936372,2,51,None,Yes,17.95,No,Yes,DSL,14,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.75,3562.5,0,0,915.45,4477.95,Stayed,,
0743-HRVFF,Female,42,Yes,3,Bakersfield,93309,35.342891,-119.064803,4,51,None,No,,,Yes,DSL,76,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,56.15,2898.95,0,0,0,2898.95,Stayed,,
0744-BIKKF,Male,39,No,0,Mecca,92254,33.543835,-115.993906,0,72,Offer A,Yes,11.41,Yes,Yes,DSL,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.65,6224.8,0,0,821.52,7046.32,Stayed,,
0744-GKNGE,Female,31,Yes,2,Inglewood,90305,33.958134,-118.330905,0,64,Offer B,Yes,27.74,Yes,Yes,Fiber Optic,12,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.8,5327.25,0,0,1775.36,7102.61,Stayed,,
0746-JTRFU,Male,22,No,0,Kingsburg,93631,36.478239,-119.52137,0,2,Offer E,No,,,Yes,Cable,73,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,56.35,0,0,0,56.35,Churned,Dissatisfaction,Product dissatisfaction
0748-RDGGM,Male,38,Yes,0,Tarzana,91356,34.157137,-118.548511,1,70,None,Yes,39.63,No,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.5,7534.65,0,0,2774.1,10308.75,Churned,Price,Long distance charges
0749-IRGQE,Female,68,Yes,0,Buena Park,90621,33.874224,-117.993368,5,13,None,No,,,Yes,DSL,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,45.3,528.45,0,0,0,528.45,Stayed,,
0750-EBAIU,Male,43,No,0,Temecula,92590,33.475493,-117.219551,0,52,Offer B,Yes,31.31,No,Yes,Fiber Optic,12,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,91.25,4738.3,0,0,1628.12,6366.42,Stayed,,
0750-EKNGL,Male,44,No,0,Hyampom,96046,40.648024,-123.465088,0,7,Offer E,Yes,47.19,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,20.75,141.1,0,0,330.33,471.43,Stayed,,
0754-EEBDC,Male,25,Yes,1,Covina,91723,34.084747,-117.886844,1,4,Offer E,Yes,24.57,No,No,,,,,,,,,,,Two Year,No,Mailed Check,19.9,76.65,0,0,98.28,174.93,Stayed,,
0754-UKWQP,Male,63,No,0,Cool,95614,38.880622,-120.973865,0,2,None,Yes,37.43,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.85,197.7,0,0,74.86,272.56,Churned,Competitor,Competitor had better devices
0756-MPZRL,Male,35,No,0,Pauma Valley,92061,33.313828,-116.940501,0,46,Offer B,No,,,Yes,DSL,18,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,33.7,1537.85,0,0,0,1537.85,Stayed,,
0757-WCUUZ,Male,29,Yes,3,June Lake,93529,37.730269,-119.055813,1,54,Offer B,Yes,36.09,Yes,Yes,DSL,59,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,63.35,3409.1,0,0,1948.86,5357.96,Stayed,,
0761-AETCS,Female,58,No,0,Colton,92324,34.030915,-117.273201,0,1,Offer E,Yes,25.62,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.3,19.3,0,0,25.62,44.92,Churned,Attitude,Attitude of support person
0769-MURVM,Female,44,Yes,2,Carmel Valley,93924,36.414611,-121.6386,5,72,Offer A,No,,,Yes,Cable,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,65.7,4575.35,0,0,0,4575.35,Stayed,,
0771-CHWSK,Male,56,No,0,Brawley,92227,33.03933,-115.191857,0,66,Offer A,Yes,45.57,Yes,Yes,DSL,11,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.6,4798.4,0,0,3007.62,7806.02,Stayed,,
0771-WLCLA,Female,49,Yes,1,Big Bear Lake,92315,34.242058,-116.89802,8,16,Offer D,Yes,46.45,Yes,Yes,Fiber Optic,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,112.95,1882.55,0,0,743.2,2625.75,Stayed,,
0772-GYEQQ,Male,33,No,0,Lodi,95240,38.123544,-121.159078,0,3,Offer E,Yes,49.4,No,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.35,262.05,0,0,148.2,410.25,Churned,Competitor,Competitor offered more data
0774-IFUVM,Male,19,Yes,2,Stockton,95202,37.959706,-121.287669,7,11,None,Yes,16.71,Yes,Yes,DSL,59,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.15,723.35,0,0,183.81,907.16,Stayed,,
0774-RMNUW,Female,44,Yes,1,Pala,92059,33.384345,-117.072619,6,71,Offer A,No,,,Yes,Cable,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.7,4122.65,0,0,0,4122.65,Stayed,,
0778-NELLA,Male,43,No,0,Anaheim,92805,33.830209,-117.906099,0,9,None,No,,,Yes,DSL,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,34.7,296.1,0,0,0,296.1,Churned,Competitor,Competitor offered higher download speeds
0780-XNZFN,Male,60,No,0,Oakland,94618,37.84551,-122.235181,0,57,None,Yes,1.69,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,20.65,1125.6,0,0,96.33,1221.93,Stayed,,
0781-LKXBR,Male,65,No,0,San Francisco,94102,37.7795,-122.419233,0,9,None,Yes,48.71,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,918.6,0,0,438.39,1356.99,Churned,Competitor,Competitor had better devices
0784-GTUUK,Male,26,Yes,0,Newman,95360,37.343846,-121.039391,6,62,None,Yes,32.28,Yes,No,,,,,,,,,,,One Year,Yes,Credit Card,23.75,1446.8,0,0,2001.36,3448.16,Stayed,,
0784-ZQJZX,Male,22,No,1,Spreckels,93962,36.624641,-121.647195,0,72,None,Yes,31.93,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.9,1529.65,0,0,2298.96,3828.61,Stayed,,
0786-IVLAW,Female,72,No,0,Valley Village,91607,34.165783,-118.399795,0,66,None,Yes,3.57,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,108.1,7238.6,0,0,235.62,7474.22,Stayed,,
0786-VSSUD,Male,68,No,0,San Diego,92123,32.808814,-117.134694,0,16,None,No,,,Yes,DSL,24,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,39,679.85,0,0,0,679.85,Churned,Competitor,Competitor had better devices
0787-LHDYT,Male,36,No,0,Carmel Valley,93924,36.414611,-121.6386,0,16,Offer D,Yes,33.44,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.6,330.25,0,0,535.04,865.29,Stayed,,
0788-DXBFY,Male,54,Yes,0,Tustin,92780,33.735802,-117.818805,3,58,Offer B,Yes,27.93,No,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.55,1108.8,0,0,1619.94,2728.74,Stayed,,
0793-TWELN,Female,27,No,0,Los Angeles,90026,34.078991,-118.263804,0,4,Offer E,Yes,6.5,Yes,Yes,Fiber Optic,73,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,319.85,0,0,26,345.85,Stayed,,
0794-YVSGE,Male,29,Yes,1,Pasadena,91101,34.146635,-118.139225,9,72,Offer A,Yes,27.16,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,20.3,1401.15,0,0,1955.52,3356.67,Stayed,,
0795-GMVQO,Male,36,Yes,0,San Diego,92105,32.741859,-117.090353,1,67,None,Yes,23.13,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109.9,7332.4,0,0,1549.71,8882.11,Stayed,,
0795-LAFGP,Male,25,Yes,0,Fullerton,92835,33.902211,-117.914922,1,71,None,Yes,3.57,Yes,Yes,DSL,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.4,6668.05,0,0,253.47,6921.52,Stayed,,
0795-XCCTE,Male,80,No,0,Bishop,93514,37.04584,-118.397236,0,72,Offer A,Yes,26.01,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,25.4,1809.35,0,0,1872.72,3682.07,Stayed,,
0799-DDIHE,Female,24,Yes,3,Grenada,96038,41.599978,-122.539381,7,15,Offer D,Yes,24.27,No,Yes,Cable,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.3,639.45,0,0,364.05,1003.5,Stayed,,
0804-XBFBV,Female,49,No,1,Foothill Ranch,92610,33.698728,-117.67768,0,11,None,No,,,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.2,321.05,0,0,0,321.05,Stayed,,
0804-YGEQV,Female,59,Yes,1,Palm Desert,92211,33.762759,-116.324817,9,43,Offer B,Yes,28.03,Yes,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,24.45,993.15,41.33,0,1205.29,2157.11,Stayed,,
0807-ZABDG,Female,43,No,2,Woodland,95776,38.694081,-121.694431,0,3,Offer E,Yes,26.04,No,Yes,Cable,16,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.1,154.65,0,0,78.12,232.77,Churned,Competitor,Competitor offered higher download speeds
0810-BDHAW,Female,54,Yes,0,Chowchilla,93610,37.100948,-120.270136,4,24,None,Yes,31.62,Yes,Yes,DSL,12,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,78.4,1832.4,0,130,758.88,2721.28,Stayed,,
0810-DHDBD,Female,31,No,0,Rohnert Park,94928,38.34719,-122.697822,0,52,None,Yes,21.38,Yes,Yes,Cable,21,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,74,3877.65,0,0,1111.76,4989.41,Stayed,,
0811-GSDTP,Female,50,No,2,Alameda,94502,37.724817,-122.224363,0,13,None,No,,,Yes,Cable,19,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,30.15,382.2,0,10,0,392.2,Stayed,,
0812-WUPTB,Male,65,Yes,0,Corona Del Mar,92625,33.600987,-117.862734,1,1,Offer E,Yes,49.6,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.85,70.85,0,0,49.6,120.45,Churned,Price,Long distance charges
0813-TAXXS,Male,48,No,0,Alderpoint,95511,40.166028,-123.584144,0,55,None,Yes,26.3,Yes,Yes,DSL,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,77.8,4323.35,0,0,1446.5,5769.85,Stayed,,
0815-MFZGM,Female,54,Yes,0,Morgan Hill,95037,37.161544,-121.649371,9,42,None,Yes,1.31,No,Yes,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,99,4135,0,0,55.02,4190.02,Stayed,,
0816-TSPHQ,Male,35,No,0,Kettleman City,93239,35.996923,-120.000951,0,2,None,Yes,27.67,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.75,44.2,0,0,55.34,99.54,Joined,,
0817-HSUSE,Male,26,No,0,Altadena,91001,34.196837,-118.142236,0,1,None,Yes,5.63,No,Yes,Cable,52,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,75.5,0,0,5.63,81.13,Joined,,
0818-OCPZO,Male,80,No,0,Los Angeles,90059,33.927254,-118.249826,0,27,None,Yes,42.91,Yes,Yes,Fiber Optic,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.45,2122.05,0,0,1158.57,3280.62,Churned,Competitor,Competitor offered more data
0820-FNRNX,Male,48,Yes,3,Lafayette,94549,37.907777,-122.127161,1,17,Offer D,Yes,29.87,Yes,Yes,DSL,53,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,66.7,1077.05,0,0,507.79,1584.84,Stayed,,
0822-GAVAP,Female,19,No,0,Posey,93260,35.861928,-118.636698,0,2,Offer E,No,,,Yes,DSL,76,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,62.25,0,0,0,62.25,Churned,Competitor,Competitor made better offer
0822-QGCXA,Female,76,Yes,0,Los Angeles,90068,34.137411,-118.328915,5,27,Offer C,Yes,3.43,Yes,Yes,DSL,21,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.85,2310.2,0,0,92.61,2402.81,Stayed,,
0823-HSCDJ,Male,76,No,0,Temecula,92592,33.507255,-117.029473,0,52,None,No,,,Yes,DSL,18,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,49.15,2550.9,0,30,0,2580.9,Churned,Competitor,Competitor made better offer
0824-VWDPO,Female,58,No,0,Mckinleyville,95519,40.965011,-124.015255,0,45,None,Yes,1.57,Yes,Yes,Fiber Optic,30,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,96.75,4442.75,0,0,70.65,4513.4,Stayed,,
0825-CPPQH,Female,26,Yes,0,Laytonville,95454,39.806141,-123.531098,2,71,None,Yes,39.44,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.1,1372.45,0,0,2800.24,4172.69,Stayed,,
0827-ITJPH,Male,33,No,0,Los Angeles,90047,33.958149,-118.308441,0,36,Offer C,Yes,8.5,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,18.55,689,0,0,306,995,Stayed,,
0829-DDVLK,Female,58,No,0,Orange,92866,33.784597,-117.844535,0,15,None,Yes,9.74,No,No,,,,,,,,,,,One Year,No,Credit Card,20.1,302.45,0,0,146.1,448.55,Stayed,,
0829-XXPLX,Female,48,No,0,Cutler,93615,36.497895,-119.285484,0,20,None,Yes,30.52,No,Yes,Fiber Optic,21,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,1871.15,0,0,610.4,2481.55,Stayed,,
0831-JNISG,Male,52,Yes,2,San Jose,95148,37.339533,-121.777179,9,71,Offer A,Yes,23.34,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.8,1396.25,0,0,1657.14,3053.39,Stayed,,
0835-DUUIQ,Female,55,No,0,Alameda,94501,37.774633,-122.274434,0,24,None,Yes,47.31,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,21.05,531.55,0,0,1135.44,1666.99,Stayed,,
0835-JKADZ,Female,29,No,0,San Francisco,94107,37.768881,-122.395521,0,71,None,Yes,41.92,Yes,Yes,Fiber Optic,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.25,7984.15,0,0,2976.32,10960.47,Stayed,,
0836-SEYLU,Male,64,Yes,0,San Diego,92128,33.000269,-117.072093,2,9,Offer E,No,,,Yes,DSL,26,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,40.65,328.95,0,0,0,328.95,Churned,Competitor,Competitor had better devices
0839-JTCUD,Female,31,Yes,0,Mission Viejo,92691,33.611945,-117.665867,9,66,None,Yes,36.36,Yes,Yes,Cable,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.9,5958.85,0,0,2399.76,8358.61,Stayed,,
0839-QNXME,Female,35,No,0,Surfside,90743,33.728273,-118.085304,0,30,None,Yes,9.27,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.4,578.5,0,0,278.1,856.6,Stayed,,
0840-DCNZE,Male,33,No,0,Newport Beach,92661,33.601309,-117.902304,0,47,Offer B,Yes,36.78,No,Yes,DSL,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,-2,4138.9,0,0,1728.66,5867.56,Stayed,,
0840-DFEZH,Female,63,No,0,Los Angeles,90036,34.070291,-118.349191,0,7,None,Yes,25.17,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,564.65,0,0,176.19,740.84,Stayed,,
0841-NULXI,Male,38,No,0,Stockton,95209,38.044523,-121.348048,0,1,None,No,,,Yes,DSL,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.55,35.55,0,0,0,35.55,Churned,Other,Don't know
0842-IWYCP,Female,19,No,0,Helendale,92342,34.757783,-117.33997,0,46,None,Yes,40.32,No,Yes,Cable,51,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.95,2168.9,0,0,1854.72,4023.62,Stayed,,
0843-WTBXE,Male,38,No,0,San Diego,92126,32.886925,-117.152162,0,53,None,Yes,16.43,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.45,4517.25,0,0,870.79,5388.04,Churned,Other,Don't know
0847-HGRML,Male,44,No,2,North Palm Springs,92258,33.906496,-116.569499,0,62,None,Yes,24.48,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,20,1250.1,0,0,1517.76,2767.86,Stayed,,
