Customer ID,Gender,Age,Married,City,Zip Code,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges, Lines  type,Internet Service,Internet Type,Avg Monthly GB Download,Streaming,Contract,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
0380-ZCSBI,Male,56,No,San Francisco,94133,0,10,Yes,4.42,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,20,198.7,44.2,242.9,Stayed,No Churn,No Churn
0383-CLDDA,Female,42,No,Stanford,94305,0,69,Yes,18.47,Multiple,Yes,DSL,28,TV&Movies & Music,Two Year,Credit Card,85.35,5897.4,1274.43,7171.83,Stayed,No Churn,No Churn
0384-LPITE,Male,38,No,Los Angeles,90041,0,40,No,0,No line,Yes,Cable,19,TV&Movies & Music,One Year,Credit Card,62.05,2511.55,0,2511.55,Stayed,No Churn,No Churn
0384-RVBPI,Male,64,No,Turlock,95380,0,20,Yes,12.6,Single,Yes,DSL,29,Movies & Music,Month-to-Month,Credit Card,64.4,1398.6,252,1650.6,Stayed,No Churn,No Churn
0386-CWRGM,Female,61,Yes,Beverly Hills,90210,9,46,Yes,47.5,Single,No,No Internet,0,Unknown,Two Year,Credit Card,19.4,967.85,2185,3152.85,Stayed,No Churn,No Churn
0388-EOPEX,Female,28,Yes,Riverside,92503,1,2,Yes,9.79,Single,Yes,Fiber Optic,41,Unknown,Month-to-Month,Bank Withdrawal,74.4,139.4,19.58,158.98,Churned,Attitude,Attitude of support person
0390-DCFDQ,Female,76,Yes,Los Alamitos,90720,1,1,Yes,15.28,Single,Yes,Fiber Optic,30,Unknown,Month-to-Month,Mailed Check,70.45,70.45,15.28,85.73,Churned,Other,Other issues
0392-BZIUW,Female,44,Yes,Fresno,93710,7,72,Yes,6.58,Multiple,Yes,Fiber Optic,7,TV&Movies & Music,Two Year,Credit Card,105,7589.8,473.76,8063.56,Stayed,No Churn,No Churn
0394-YONDK,Male,28,Yes,Escondido,92025,0,70,Yes,1.22,Multiple,No,No Internet,0,Unknown,Two Year,Credit Card,25.15,1790.15,85.4,1875.55,Stayed,No Churn,No Churn
0396-HUJBP,Female,34,No,Gardena,90247,0,2,Yes,49.91,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,19.3,44.4,99.82,144.22,Joined,No Churn,No Churn
0396-UKGAI,Male,25,No,Encinitas,92024,0,23,Yes,1.58,Single,Yes,DSL,47,Music,Month-to-Month,Bank Withdrawal,55.3,1284.2,36.34,1320.54,Stayed,No Churn,No Churn
0396-YCHWO,Male,58,Yes,Sacramento,95829,4,36,Yes,40.58,Multiple,Yes,Fiber Optic,12,TV&Movies & Music,Month-to-Month,Bank Withdrawal,95.4,3474.2,1460.88,4935.08,Stayed,No Churn,No Churn
0397-GZBBC,Male,70,Yes,South Dos Palos,93665,0,59,Yes,10.78,Multiple,Yes,Fiber Optic,15,TV&Movies,Month-to-Month,Bank Withdrawal,93.85,5574.75,636.02,6202.64,Churned,Price,Price too high
0397-ZXWQF,Male,24,No,Orick,95555,0,67,Yes,47.31,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,20.5,1430.95,3169.77,4600.72,Stayed,No Churn,No Churn
0401-WDBXM,Male,22,Yes,San Jose,95118,4,72,Yes,8.33,Multiple,Yes,Fiber Optic,59,TV&Movies & Music,Two Year,Bank Withdrawal,105.55,7542.25,599.76,8152.01,Stayed,No Churn,No Churn
0402-CQAJN,Female,22,No,El Monte,91732,0,37,Yes,24.04,Multiple,Yes,Fiber Optic,59,TV&Movies & Music,Month-to-Month,Bank Withdrawal,101.9,3545.35,889.48,4434.83,Churned,Dissatisfaction,Lack of self-service on Website
0402-OAMEN,Female,36,Yes,Spreckels,93962,4,72,Yes,20.56,Multiple,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,24.45,1709.1,1480.32,3189.42,Stayed,No Churn,No Churn
0404-AHASP,Male,23,Yes,Beverly Hills,90212,10,72,Yes,27.97,Single,No,No Internet,0,Unknown,Two Year,Credit Card,19.7,1421.9,2013.84,3435.74,Stayed,No Churn,No Churn
0404-SWRVG,Male,21,No,La Habra,90631,0,3,Yes,14.6,Multiple,Yes,Fiber Optic,71,Music,Month-to-Month,Bank Withdrawal,74.4,229.55,43.8,264.61,Churned,Dissatisfaction,Product dissatisfaction
0406-BPDVR,Female,75,Yes,Visalia,93277,0,54,Yes,33.49,Multiple,Yes,Fiber Optic,8,TV&Movies & Music,One Year,Credit Card,101.5,5373.1,1808.46,7181.56,Churned,Price,Lack of affordable download/upload speed
0407-BDJKB,Male,59,Yes,San Francisco,94114,1,60,Yes,35.22,Multiple,Yes,Fiber Optic,16,TV,Month-to-Month,Bank Withdrawal,95.75,5742.9,2113.2,7856.1,Churned,Dissatisfaction,Service dissatisfaction
0409-WTMPL,Female,35,Yes,Whittier,90602,8,58,Yes,37.95,Multiple,Yes,Fiber Optic,18,TV&Movies & Music,One Year,Credit Card,110.65,6526.65,2201.1,8727.75,Stayed,No Churn,No Churn
0410-IPFTY,Female,64,Yes,Long Beach,90822,1,31,Yes,12.03,Single,Yes,Fiber Optic,9,Movies & Music,Month-to-Month,Bank Withdrawal,83.85,2674.15,372.93,3035.71,Stayed,No Churn,No Churn
0411-EZJZE,Female,62,No,Stockton,95215,0,3,Yes,20.1,Multiple,Yes,DSL,29,TV,Month-to-Month,Bank Withdrawal,60.25,170.5,60.3,300.8,Joined,No Churn,No Churn
0412-UCCNP,Male,20,No,Essex,92332,0,55,Yes,12.28,Single,Yes,DSL,48,Unknown,Two Year,Bank Withdrawal,59.2,3175.85,675.4,3851.25,Stayed,No Churn,No Churn
0415-MOSGF,Female,58,No,Los Gatos,95030,0,1,Yes,26.53,Single,Yes,DSL,30,Unknown,Month-to-Month,Credit Card,44.4,44.4,26.53,70.93,Churned,Attitude,Attitude of support person
0419-YAAPX,Male,44,Yes,Grass Valley,95949,1,49,Yes,14.21,Single,Yes,Fiber Optic,23,TV,Month-to-Month,Credit Card,85.3,4297.95,696.29,4994.24,Stayed,No Churn,No Churn
0420-BWTPW,Male,40,No,San Diego,92117,0,8,No,0,No line,Yes,DSL,16,Unknown,Month-to-Month,Mailed Check,25.5,215.2,0,215.2,Churned,Attitude,Attitude of support person
0420-HLGXF,Female,72,No,Visalia,93291,0,39,Yes,10.03,Multiple,Yes,Fiber Optic,13,TV&Movies,Two Year,Bank Withdrawal,99.75,4036,391.17,4427.17,Stayed,No Churn,No Churn
0420-TXVSG,Male,43,Yes,San Jose,95112,9,66,Yes,37.71,Multiple,Yes,DSL,15,Unknown,Two Year,Credit Card,66.1,4428.45,2488.86,6917.31,Stayed,No Churn,No Churn
0422-OHQHQ,Female,23,Yes,Fresno,93722,7,15,Yes,34.63,Single,No,No Internet,0,Unknown,One Year,Credit Card,20.55,295.95,519.45,815.4,Stayed,No Churn,No Churn
0422-UXFAP,Female,34,Yes,San Diego,92117,1,51,Yes,47.72,Multiple,Yes,Fiber Optic,23,TV&Movies & Music,One Year,Bank Withdrawal,98.85,4947.55,2433.72,7511.27,Stayed,No Churn,No Churn
0423-UDIJQ,Male,74,No,Snelling,95369,0,9,Yes,7.11,Single,Yes,DSL,12,Unknown,Two Year,Mailed Check,49.2,447.9,63.99,511.89,Stayed,No Churn,No Churn
0426-TIRNE,Female,54,No,Encino,91316,0,1,Yes,15.51,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,20.9,20.9,15.51,36.41,Churned,Dissatisfaction,Limited range of services
0428-AXXLJ,Male,29,No,Bellflower,90706,0,25,Yes,3.58,Single,No,No Internet,0,Unknown,One Year,Bank Withdrawal,19.5,516.3,89.5,605.8,Stayed,No Churn,No Churn
0428-IKYCP,Male,56,Yes,Sonora,95370,9,22,Yes,48.68,Single,Yes,Fiber Optic,18,TV,Month-to-Month,Bank Withdrawal,87,1850.65,1070.96,2921.61,Stayed,No Churn,No Churn
0430-IHCDJ,Male,40,No,Highland,92346,0,15,Yes,11.75,Multiple,Yes,DSL,28,Unknown,Month-to-Month,Bank Withdrawal,49,749.25,176.25,925.5,Stayed,No Churn,No Churn
0431-APWVY,Female,37,Yes,Novato,94949,1,28,Yes,18.31,Single,Yes,Fiber Optic,13,TV&Movies & Music,One Year,Bank Withdrawal,90.1,2598.95,512.68,3111.63,Churned,Dissatisfaction,Poor expertise of online support
0432-CAJZV,Male,47,No,Temecula,92592,0,3,Yes,5.39,Single,Yes,Fiber Optic,10,TV&Movies & Music,Month-to-Month,Credit Card,90.7,237.65,16.17,253.82,Joined,No Churn,No Churn
0434-CSFON,Female,34,Yes,Los Angeles,90071,3,47,Yes,38.15,Multiple,Yes,Fiber Optic,14,TV&Movies & Music,Month-to-Month,Bank Withdrawal,100.5,4707.1,1793.05,6500.15,Stayed,No Churn,No Churn
0436-TWFFZ,Female,21,No,Long Beach,90805,0,67,Yes,8.71,Multiple,Yes,DSL,41,TV&Movies & Music,Two Year,Mailed Check,85.25,5714.2,583.57,6296.46,Stayed,No Churn,No Churn
0439-IFYUN,Female,78,No,Escondido,92027,0,18,Yes,21.09,Single,Yes,Fiber Optic,18,Unknown,Month-to-Month,Bank Withdrawal,74.7,1294.6,379.62,1694.22,Stayed,No Churn,No Churn
0440-EKDCF,Male,47,Yes,Herlong,96113,1,62,Yes,33.7,Single,Yes,Cable,15,Unknown,Two Year,Credit Card,60.15,3753.2,2089.4,5842.6,Stayed,No Churn,No Churn
0440-MOGPM,Female,51,No,Petaluma,94954,0,41,Yes,6.16,Multiple,Yes,DSL,12,TV&Movies & Music,One Year,Bank Withdrawal,80.55,3263.9,252.56,3516.46,Stayed,No Churn,No Churn
0440-QEXBZ,Female,64,No,Mojave,93501,0,44,Yes,18.42,Multiple,Yes,DSL,22,Unknown,Month-to-Month,Credit Card,50.15,2139.1,810.48,2949.58,Stayed,No Churn,No Churn
0440-UEDAI,Female,59,No,Callahan,96014,0,53,Yes,33.88,Single,Yes,Fiber Optic,6,Movies & Music,One Year,Credit Card,94.45,5042.75,1795.64,6838.39,Stayed,No Churn,No Churn
0442-TDYUO,Male,44,Yes,Bodega,94922,4,48,Yes,33.06,Single,No,No Internet,0,Unknown,Two Year,Credit Card,20.05,1036,1586.88,2622.88,Stayed,No Churn,No Churn
0442-ZXKVS,Female,79,Yes,Denair,95316,2,54,Yes,43.71,Multiple,Yes,Fiber Optic,12,TV&Movies,One Year,Bank Withdrawal,115.6,6431.05,2360.34,8791.39,Stayed,No Churn,No Churn
0447-BEMNG,Female,28,Yes,Wrightwood,92397,3,48,No,0,No line,Yes,Cable,58,Movies & Music,Month-to-Month,Bank Withdrawal,45.3,2145,0,2285,Churned,Price,Price too high
0447-RXSGD,Male,39,No,Monterey,93940,0,24,Yes,25.68,Multiple,Yes,Fiber Optic,6,TV&Movies & Music,Month-to-Month,Bank Withdrawal,99.65,2404.85,616.32,3021.17,Stayed,No Churn,No Churn
0454-OKRCT,Male,32,No,Palo Alto,94301,0,33,Yes,34.85,Single,Yes,Fiber Optic,27,Unknown,Two Year,Bank Withdrawal,80.6,2651.1,1150.05,3801.15,Stayed,No Churn,No Churn
0455-ENTCR,Male,58,Yes,Jamestown,95327,1,66,Yes,42.85,Multiple,Yes,DSL,21,TV&Movies & Music,Two Year,Bank Withdrawal,85.25,5538.35,2828.1,8366.45,Stayed,No Churn,No Churn
0455-XFASS,Female,61,Yes,Campbell,95008,3,3,Yes,1.67,Single,Yes,Fiber Optic,19,Unknown,Month-to-Month,Bank Withdrawal,69.55,200.2,5.01,171.41,Joined,No Churn,No Churn
0458-HEUZG,Female,58,No,Alderpoint,95511,0,13,No,0,No line,Yes,Cable,13,Unknown,Two Year,Credit Card,35.4,450.4,0,550.4,Stayed,No Churn,No Churn
0459-SPZHJ,Male,19,Yes,Garden Grove,92843,1,63,Yes,13.45,Multiple,Yes,DSL,69,TV&Movies & Music,Two Year,Credit Card,83.5,5435,847.35,6282.35,Stayed,No Churn,No Churn
0461-CVKMU,Female,45,Yes,Oak Run,96069,0,23,Yes,38.81,Single,Yes,Fiber Optic,28,Unknown,Month-to-Month,Bank Withdrawal,83.8,1900.25,892.63,2792.88,Churned,Attitude,Attitude of support person
0463-TXOAK,Male,26,No,Madison,95653,0,52,Yes,23.12,Multiple,No,No Internet,0,Unknown,Two Year,Credit Card,25.6,1334.5,1202.24,2536.74,Stayed,No Churn,No Churn
0463-WZZKO,Male,23,No,Van Nuys,91406,0,3,Yes,16.39,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,20.75,67.1,49.17,116.27,Joined,No Churn,No Churn
0463-ZSDNT,Male,23,No,Escondido,92026,0,10,Yes,30.3,Single,Yes,DSL,73,Movies & Music,Month-to-Month,Bank Withdrawal,56.75,503.25,303,836.25,Stayed,No Churn,No Churn
0464-WJTKO,Female,39,Yes,Cedarville,96104,10,72,Yes,14.17,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,20.1,1460.85,1020.24,2481.09,Stayed,No Churn,No Churn
0468-YRPXN,Male,62,No,Lomita,90717,0,29,Yes,48.2,Single,Yes,Fiber Optic,19,TV&Movies & Music,Month-to-Month,Credit Card,98.8,2807.1,1397.8,4204.9,Stayed,No Churn,No Churn
0471-ARVMX,Female,70,Yes,Kelseyville,95451,8,62,Yes,22.74,Multiple,Yes,Fiber Optic,18,TV&Movies & Music,One Year,Bank Withdrawal,104.85,6312.9,1409.88,7722.78,Stayed,No Churn,No Churn
0471-LVHGK,Male,34,Yes,Orangevale,95662,1,41,Yes,15.91,Multiple,Yes,DSL,29,TV&Movies & Music,One Year,Bank Withdrawal,73,3001.2,652.31,3653.51,Churned,Competitor,Competitor offered higher download speeds
0475-RIJEP,Male,47,No,Pinecrest,95364,0,43,Yes,49.13,Multiple,Yes,Fiber Optic,25,Unknown,Month-to-Month,Bank Withdrawal,77.85,3365.85,2112.59,5478.44,Churned,Price,Lack of affordable download/upload speed
0479-HMSWA,Female,63,No,San Clemente,92672,0,26,Yes,2.48,Single,Yes,Fiber Optic,19,TV&Movies & Music,Two Year,Bank Withdrawal,105.45,2715.3,64.48,2779.78,Stayed,No Churn,No Churn
0480-BIXDE,Female,58,Yes,Beale Afb,95903,9,19,Yes,10.68,Single,Yes,Fiber Optic,23,TV&Movies & Music,Month-to-Month,Bank Withdrawal,96.8,1743.05,202.92,1945.97,Stayed,No Churn,No Churn
0480-KYJVA,Female,42,Yes,Sacramento,95835,8,72,Yes,47.6,Multiple,No,No Internet,0,Unknown,Two Year,Credit Card,24.25,1784.5,3427.2,5161.94,Stayed,No Churn,No Churn
0481-SUMCB,Female,74,No,Greenville,95947,0,45,Yes,34.12,Multiple,Yes,Fiber Optic,15,TV&Movies,One Year,Bank Withdrawal,102.15,4735.35,1535.4,6270.75,Stayed,No Churn,No Churn
0484-FFVBJ,Male,43,No,Fort Bragg,95437,0,32,Yes,15.52,Single,Yes,DSL,12,TV&Movies & Music,One Year,Bank Withdrawal,64.85,2010.95,496.64,2507.59,Stayed,No Churn,No Churn
0484-JPBRU,Male,23,No,Petaluma,94954,0,41,Yes,41.21,Multiple,No,No Internet,0,Unknown,Month-to-Month,Bank Withdrawal,25.25,996.45,1689.61,2686.06,Stayed,No Churn,No Churn
0485-ZBSLN,Male,52,Yes,Mecca,92254,4,65,Yes,36.5,Multiple,No,No Internet,0,Unknown,Two Year,Credit Card,24.75,1715.1,2372.5,4087.6,Stayed,No Churn,No Churn
0486-HECZI,Male,37,Yes,Torrance,90504,0,55,Yes,49.06,Multiple,Yes,Fiber Optic,27,TV,Month-to-Month,Bank Withdrawal,96.75,5238.9,2698.3,7937.2,Churned,Price,Long distance charges
0486-LGCCH,Male,48,Yes,Victorville,92394,2,11,Yes,40.76,Single,No,No Internet,0,Unknown,Two Year,Credit Card,19.65,225.75,448.36,674.11,Stayed,No Churn,No Churn
0487-CRLZF,Female,58,No,Poway,92064,0,49,Yes,7.51,Single,Yes,DSL,13,TV&Movies & Music,Two Year,Bank Withdrawal,74.45,3721.9,367.99,4089.89,Stayed,No Churn,No Churn
0487-RPVUM,Male,49,Yes,Mount Hermon,95041,1,61,Yes,15.15,Multiple,Yes,Fiber Optic,28,TV,Month-to-Month,Bank Withdrawal,99.4,5943.65,924.15,6867.8,Stayed,No Churn,No Churn
0487-VVUVK,Male,49,Yes,Santa Barbara,93109,5,25,Yes,19.09,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,19.15,477.6,477.25,954.85,Stayed,No Churn,No Churn
0488-GSLFR,Female,41,No,Taylorsville,95983,0,1,Yes,8.31,Single,Yes,Fiber Optic,27,Unknown,Month-to-Month,Bank Withdrawal,69.5,69.5,8.31,77.81,Churned,Dissatisfaction,Product dissatisfaction
0489-WMEMG,Female,61,No,Korbel,95550,0,23,Yes,25.85,Single,Yes,Cable,53,Unknown,One Year,Bank Withdrawal,49.45,1119.35,594.55,1713.9,Stayed,No Churn,No Churn
0491-KAPQG,Male,28,No,Pine Valley,91962,0,21,Yes,28.54,Multiple,Yes,Fiber Optic,42,Music,Month-to-Month,Bank Withdrawal,73.7,1558.7,599.34,2158.04,Stayed,No Churn,No Churn
0495-RVCBF,Female,39,No,Santa Rosa,95401,0,1,Yes,33.88,Single,Yes,Fiber Optic,26,Movies & Music,Month-to-Month,Bank Withdrawal,79.7,79.7,33.88,113.58,Churned,Dissatisfaction,Poor expertise of online support
0495-ZBNGW,Male,78,Yes,Loma Mar,94021,1,5,Yes,6.66,Multiple,Yes,Fiber Optic,14,Unknown,Month-to-Month,Bank Withdrawal,-1,343.95,33.3,397.25,Churned,Competitor,Competitor offered more data
0496-AHOOK,Male,61,Yes,Bangor,95914,10,24,Yes,32.86,Single,Yes,Cable,30,TV&Movies & Music,One Year,Bank Withdrawal,74.4,1712.9,788.64,2501.54,Stayed,No Churn,No Churn
0504-HHAPI,Female,72,No,Guinda,95637,0,27,Yes,16.94,Multiple,Yes,Fiber Optic,11,Movies,Month-to-Month,Credit Card,88.3,2467.75,457.38,2925.13,Churned,Other,Other issues
0505-SPOOW,Female,41,Yes,Riverside,92508,7,70,Yes,11.71,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,19.8,1397.65,819.7,2217.35,Stayed,No Churn,No Churn
0506-LVNGN,Female,78,No,Rancho Cordova,95742,0,5,Yes,42.33,Single,Yes,Fiber Optic,9,Unknown,Month-to-Month,Credit Card,75.55,349.65,211.65,561.3,Churned,Competitor,Competitor had better devices
0506-YLVKJ,Male,54,Yes,Sultana,93666,1,46,Yes,45.92,Single,No,No Internet,0,Unknown,Two Year,Credit Card,20.2,917.45,2112.32,3029.77,Stayed,No Churn,No Churn
0508-OOLTO,Female,33,Yes,Fort Irwin,92310,5,2,Yes,29.03,Single,Yes,Fiber Optic,10,Unknown,Month-to-Month,Bank Withdrawal,71.65,135.75,58.06,193.81,Joined,No Churn,No Churn
0508-SQWPL,Female,32,Yes,La Mesa,91941,9,57,Yes,26.67,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,20.1,1087.7,1520.19,2607.89,Stayed,No Churn,No Churn
0511-JTEOY,Female,41,No,Canyon Dam,95923,0,1,Yes,10.19,Single,Yes,Fiber Optic,9,Unknown,Month-to-Month,Mailed Check,71.1,71.1,10.19,81.29,Churned,Competitor,Competitor made better offer
0512-FLFDW,Female,74,Yes,Palomar Mountain,92060,3,60,Yes,27.68,Multiple,Yes,Fiber Optic,26,TV&Movies,One Year,Credit Card,100.5,6029,1660.8,7689.8,Stayed,No Churn,No Churn
0513-RBGPE,Male,57,Yes,Rancho Santa Fe,92091,6,37,Yes,4.5,Multiple,Yes,DSL,9,Unknown,Two Year,Credit Card,62.8,2278.75,166.5,2428.28,Stayed,No Churn,No Churn
0515-YPMCW,Male,42,No,San Jose,95116,0,1,Yes,42.87,Single,Yes,Fiber Optic,8,Unknown,Month-to-Month,Credit Card,70.45,70.45,42.87,123.32,Churned,Competitor,Competitor had better devices
0516-OOHAR,Male,39,Yes,Topanga,90290,8,28,Yes,7.73,Single,Yes,Fiber Optic,13,TV&Movies & Music,One Year,Bank Withdrawal,100.35,2799,216.44,3015.44,Stayed,No Churn,No Churn
0516-QREYC,Female,78,No,Capay,95607,0,24,Yes,18.39,Single,No,No Internet,0,Unknown,Two Year,Credit Card,20.3,459.95,441.36,901.31,Stayed,No Churn,No Churn
0516-UXRMT,Female,27,No,Oxnard,93033,0,62,Yes,23.88,Multiple,Yes,Fiber Optic,47,Unknown,One Year,Bank Withdrawal,92.05,5755.8,1480.56,7222.15,Stayed,No Churn,No Churn
0516-VRYBW,Female,39,No,Stanton,90680,0,18,Yes,8.95,Single,No,No Internet,0,Unknown,One Year,Bank Withdrawal,20.15,390.85,161.1,551.95,Churned,Attitude,Attitude of support person
0516-WJVXC,Female,21,No,Sacramento,95818,0,5,Yes,3.61,Single,Yes,DSL,69,Unknown,Month-to-Month,Bank Withdrawal,54.2,308.25,18.05,326.3,Churned,Dissatisfaction,Network reliability
0519-DRGTI,Female,58,Yes,Stockton,95219,9,20,Yes,42.46,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,20.35,442.6,849.2,1291.8,Stayed,No Churn,No Churn
0519-XUZJU,Female,56,No,Felton,95018,0,1,Yes,26,Single,Yes,Fiber Optic,8,Unknown,Month-to-Month,Mailed Check,70.75,70.75,26,96.75,Churned,Dissatisfaction,Service dissatisfaction
0520-FDVVT,Male,26,No,Lewiston,96052,0,35,Yes,39.84,Single,Yes,Fiber Optic,48,TV&Movies & Music,One Year,Bank Withdrawal,102.35,3626.1,1394.4,5020.5,Churned,Price,Price too high
0523-VNGTF,Female,78,No,Sun Valley,91352,0,52,No,0,No line,Yes,DSL,23,TV,Two Year,Bank Withdrawal,50.5,2566.3,0,2566.3,Stayed,No Churn,No Churn
0524-IAVZO,Female,25,Yes,Anza,92539,1,30,Yes,4.82,Multiple,Yes,Fiber Optic,41,Movies & Music,Month-to-Month,Bank Withdrawal,85,2624.25,144.6,2768.85,Churned,Other,Other issues
0526-SXDJP,Male,36,Yes,Bell,90201,7,72,No,0,No line,Yes,Cable,17,Unknown,Two Year,Bank Withdrawal,42.1,2962,0,2962,Stayed,No Churn,No Churn
0529-ONKER,Male,70,No,Forest Ranch,95942,0,15,Yes,46.38,Multiple,Yes,Fiber Optic,19,Unknown,Month-to-Month,Bank Withdrawal,75.65,1146.65,695.7,1842.35,Churned,Attitude,Attitude of support person
0530-IJVDB,Male,36,No,Jamul,91935,0,70,Yes,26.67,Multiple,Yes,Fiber Optic,17,TV&Movies & Music,Two Year,Bank Withdrawal,114.6,7882.5,1866.9,9749.4,Stayed,No Churn,No Churn
0531-XBKMM,Male,37,No,Azusa,91702,0,66,Yes,32.12,Multiple,Yes,DSL,17,Unknown,Two Year,Bank Withdrawal,65.7,4378.9,2119.92,6498.82,Stayed,No Churn,No Churn
0531-ZZJWQ,Male,68,Yes,Fallbrook,92028,6,55,Yes,42.9,Multiple,Yes,Fiber Optic,27,Unknown,Two Year,Bank Withdrawal,74,4052.4,2359.5,6411.9,Stayed,No Churn,No Churn
0533-BNWKF,Female,66,Yes,San Diego,92122,2,55,Yes,42.82,Multiple,Yes,Fiber Optic,27,Unknown,Month-to-Month,Bank Withdrawal,85.45,4874.7,2355.1,7319.8,Churned,Competitor,Competitor made better offer
0533-UCAAU,Male,72,Yes,Montgomery Creek,96065,2,57,Yes,48.16,Multiple,Yes,DSL,10,TV,One Year,Credit Card,71.1,4140.1,2745.12,6885.22,Stayed,No Churn,No Churn
0536-ACXIP,Female,34,Yes,Lodi,95242,9,72,Yes,44.2,Multiple,Yes,Fiber Optic,2,TV&Movies & Music,Two Year,Bank Withdrawal,109.55,8165.1,3182.4,11347.5,Stayed,No Churn,No Churn
0536-BGFMZ,Female,27,Yes,Leggett,95585,3,28,Yes,42.33,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,20.5,563.05,1185.24,1748.29,Stayed,No Churn,No Churn
0536-ESJEP,Male,48,Yes,Rough And Ready,95975,8,54,Yes,14.18,Single,Yes,DSL,25,TV&Movies & Music,Two Year,Bank Withdrawal,74.55,4191.45,765.72,4957.17,Stayed,No Churn,No Churn
0537-QYZZN,Male,66,Yes,Petaluma,94952,6,24,Yes,4.06,Multiple,Yes,Fiber Optic,28,Unknown,Two Year,Bank Withdrawal,79.85,1857.75,97.44,1955.19,Stayed,No Churn,No Churn
0541-FITGH,Female,59,Yes,Hornitos,95325,6,2,Yes,48.39,Single,Yes,Cable,24,Movies & Music,Month-to-Month,Mailed Check,62.15,113.1,96.78,209.88,Joined,No Churn,No Churn
0547-HURJB,Male,19,No,Dixon,95620,0,12,Yes,19.38,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,21.05,235.8,232.56,468.36,Stayed,No Churn,No Churn
0549-CYCQN,Male,69,No,Flournoy,96029,0,51,Yes,24.92,Multiple,Yes,Fiber Optic,11,Unknown,One Year,Bank Withdrawal,79.6,3974.7,1270.92,5228.89,Stayed,No Churn,No Churn
0550-DCXLH,Male,64,No,Thermal,92274,0,13,Yes,40.99,Single,Yes,DSL,21,TV&Movies & Music,Month-to-Month,Mailed Check,73.35,931.55,532.87,1415.4,Stayed,No Churn,No Churn
0556-FJEGU,Male,26,No,Lafayette,94549,0,58,Yes,47.47,Single,Yes,DSL,69,TV,Two Year,Bank Withdrawal,70.1,4048.95,2753.26,6802.21,Stayed,No Churn,No Churn
0557-ASKVU,Female,43,Yes,Beverly Hills,90210,2,18,Yes,44.97,Single,Yes,Cable,7,Unknown,One Year,Credit Card,54.4,957.1,809.46,1766.56,Stayed,No Churn,No Churn
0559-CKHUS,Female,44,Yes,Pleasanton,94588,6,29,Yes,49.96,Single,No,No Internet,0,Unknown,Two Year,Credit Card,19.55,521.8,1448.84,1970.64,Stayed,No Churn,No Churn
0562-FGDCR,Female,61,Yes,Whitmore,96096,9,72,Yes,21.84,Multiple,Yes,DSL,30,TV,Two Year,Credit Card,74.55,5430.65,1572.48,7003.13,Stayed,No Churn,No Churn
0562-HKHML,Male,39,Yes,Alameda,94502,9,71,Yes,18.99,Multiple,No,No Internet,0,Unknown,Two Year,Credit Card,23.9,1626.4,1348.29,2974.69,Stayed,No Churn,No Churn
0562-KBDVM,Female,62,No,Herald,95638,0,70,No,0,No line,Yes,DSL,11,Unknown,Two Year,Bank Withdrawal,44.6,3058.15,0,3058.15,Stayed,No Churn,No Churn
0564-JJHGS,Male,45,No,Guerneville,95446,0,9,Yes,19.22,Multiple,Yes,Fiber Optic,10,TV&Movies & Music,Month-to-Month,Bank Withdrawal,95.5,829.1,172.98,1002.08,Churned,Dissatisfaction,Limited range of services
0564-MUUQK,Female,28,Yes,Imperial Beach,91932,5,20,Yes,38.71,Multiple,Yes,Fiber Optic,48,Movies & Music,Month-to-Month,Bank Withdrawal,95.5,1916.2,774.2,2690.4,Stayed,No Churn,No Churn
0565-IYCGT,Male,51,No,San Diego,92117,0,69,Yes,29.38,Multiple,Yes,DSL,9,Movies & Music,One Year,Credit Card,78.6,5356.45,2027.22,7383.67,Churned,Competitor,Competitor made better offer
0565-JUPYD,Male,26,No,Benicia,94510,0,63,Yes,21.45,Multiple,Yes,Fiber Optic,85,TV,One Year,Credit Card,104.5,6590.8,1351.35,7942.15,Stayed,No Churn,No Churn
0567-GGCAC,Female,38,No,Biola,93606,0,7,Yes,15.84,Single,Yes,DSL,14,Unknown,Month-to-Month,Bank Withdrawal,61.4,438.9,110.88,549.78,Stayed,No Churn,No Churn
0567-XRHCU,Female,19,Yes,Los Angeles,90049,7,69,No,0,No line,Yes,DSL,59,Movies & Music,Two Year,Credit Card,43.95,2960.1,0,2960.1,Stayed,No Churn,No Churn
